Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References,References
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia triacantha,Krill,27.56,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia triacantha,Krill,30.06,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes norvegica,Northern krill,18.75,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes norvegica,Northern krill,20.00,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa sp.,Krill,12.52,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa sp.,Krill,12.77,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Armadillidiidae,Armadillidium sp.,Pill bug,2.35,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Armadillidiidae,Armadillidium vulgare,Pill bug,1.96,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,Caecidotea forbesi,Freshwater isopod,1.90,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,Caecidotea racovitzae,Freshwater isopod,1.71,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Cirolanidae,Unknown sp.,Marine isopod,2.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Cymothoidae,Nerocila munda,Parasitic isopod,8.82,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Family,Unknown sp.,Terrestrial isopod,5.70,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Ligiidae,Ligia hawaiensis,Sea roach,3.00,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Ligiidae,Ligia occidentalis,Western sea roach,3.30,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Oniscidae,Oniscus asellus,Sow bug,8.60,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Porcellionidae,Porcellio scaber,Sow bug,5.65,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Porcellionidae,Porcellio spinicornis,Sow bug,3.56,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma destructor,Marine isopod,6.79,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Sphaeromatidae,Unknown sp.,Marine isopod,2.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Stomatopoda,Pseudosquillidae,Pseudosquilla ciliata,Mantis shrimp,10.20,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Stomatopoda,Squillidae,Squilla empusa,Mantis shrimp,5.95,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Candonidae,Candocyprinotus ovatus,Ostracode,0.80,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Candonidae,Candona rectangulata,Ostracode,0.46,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Bradleystrandesia reticulata,Ostracode,1.06,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Bradleystrandesia splendida,Ostracode,3.13,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypricercini sp.,Ostracode,0.70,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypriconcha alba,Ostracode,1.22,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypridopsis vidua,Ostracode,0.71,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypris pubera,Ostracode,0.88,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris glaucus,Ostracode,0.71,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris incongruens,Ostracode,0.82,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris incongruens (3n),Ostracode,1.11,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris incongruens (4n),Ostracode,1.42,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Sarscypridopsis aculeata,Ostracode,0.48,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Spirocypris horridus,Ostracode,1.16,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyproidinae,Cyprois marginata,Ostracode,1.47,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyproidinae,Cyprois occidentalis,Ostracode,2.25,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Loxoconchidae,Loxoconcha sp.,Ostracode,0.70,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Notodromadidae,Notodromas monacha,Ostracode,0.87,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Unknown,Unknown,Unknown sp.,Ostracode,1.03,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
